,Keratinocyte_Cornified,Keratinocyte_Granular,Keratinocyte_Spinous,Keratinocyte_Basal,Melanocyte,Fibroblast_Papillary,Fibroblast_Reticular,Endothelial,Pericyte,Sebocyte,Sweat_Eccrine,Sweat_Apocrine,Hair,Hair_Unused,Adipocyte,Langerhans,Macrophage,T_Cell,Mast_Cell,Sensory_Corpuscle
Gene 33,0.006474825508427836,0.039361345234127765,0.005250141016850321,0.16177945548869566,4.4745897195134,0.6230749174797148,0.0,0.00845673646244925,2.1203942704250176,0.04832284670956516,0.0023718541844479444,0.0,4.017078718174158,0.06605063255693151,0.0016703312684480868,0.01793592120903375,0.0,0.0,0.015787543628997976,0.08593135484695413
Gene 34,1.3775565145387634,0.3247105966823405,0.010581512544593627,0.0591297535424023,4.7011262107505365,0.03398760215172708,0.022052217307159602,0.03742588628283751,0.010111881998877534,0.0,1.621601578305484,0.04676618972484563,0.07947839533505817,0.5140016886327353,0.18130118173980359,0.2409956541016142,0.0037897694545688085,0.0018135096057503902,1.4584662137211666,0.0
Gene 35,2.705287426259414,0.06174872881394932,0.7772644337905408,0.05117995334589402,2.9923972324801182,0.0,0.0,1.5911746058718526,2.280535870822262,0.4564158718543036,0.14341916704922303,0.0014801910697627872,0.25342525065982274,0.9526119847446705,0.06158823176882339,0.007118228632539125,0.008440085751450114,0.06966955357904328,0.006670152757369961,0.006305944019058516
Gene 36,1.3088834265800913,0.36852195012745614,0.0006295022101110554,0.824619594414904,9.492097998794517,0.010249469332710011,0.0017994347122330643,0.09626975847081759,2.749491698785804,0.0007186361727648941,0.73960351773724,0.31063815389964894,0.0,0.0005577183417399058,0.04219147664376798,0.10532191289272082,0.2379916284565591,0.2471692601083425,0.5252584323548097,0.989758493713827
Gene 37,0.07854405175634936,0.22420939988705024,0.0,0.25057721745247796,3.886988882156329,0.0,0.3336644280172073,0.31463884230724287,0.014950018357023673,0.0015515970823698885,0.001733710076528241,1.218105999088564,0.03429532977252454,0.0,0.17418614697610543,0.0,0.12249889181432175,2.863205027102759,0.0019182730326621625,0.01823269722746686
Gene 38,0.4944555623145635,0.7413231295096141,1.1681692022518275,0.037262351084797855,5.838714340044037,0.015364576796151445,0.00020207467053008068,0.0020156092422845343,0.8244817600207333,0.018500957412659367,0.04948059653922461,0.009177626525174159,0.844614880143504,0.0,0.06829203067157763,0.8073381550146055,0.0008223450925121187,0.11851561841183739,2.755022559402665,0.9401080063620993
Gene 39,0.0,0.012600360860707876,0.336802729650362,0.044563416530782274,2.5443212586287736,0.1870853751936066,0.17703678842458062,0.1315030368327659,0.618338146040698,0.0,0.29744229314385773,0.1983186857518891,0.8795666917214946,0.7278482583748622,0.5222632098206708,0.08264038940705012,0.00048613573287367365,1.8413162797198053,0.13363544558396886,0.003984218842493868
Gene 40,0.025991714763448793,0.0,0.3677410842059933,1.3799253791825006,4.550746172566676,0.5218149683207464,0.36354266625509274,0.7898225417768064,2.8612106015328744,0.04334750346880917,0.49187670711854525,0.4672053157779914,0.21578961052729065,0.0,0.0016340735636309264,0.20101448406551667,0.009259365702891651,0.05256521308067916,0.00547258290349814,0.0007843608416422611
Gene 41,1.5396336297886606,2.0750614311450026,0.03398016747625699,0.3094603265251083,2.3341304225308637,0.093305428658624,0.0023958672514660887,0.0,0.5199103565674248,0.0,0.06538068089297394,0.033639769537889136,0.01261801210468619,1.9319382334688384,0.026236241215476182,2.049806468359304,0.026507834549866674,0.016060949289311555,0.11229290547100819,0.20720347239875658
Gene 42,1.4618207778305436,0.001238672033385202,0.1784763345290147,0.6113408855157859,0.0006127892063829702,9.398715541116522,0.0,0.0199788081413194,0.00038398414950920463,0.00039148765846872354,0.013220320664839868,0.0077230072530290956,0.3863185552017401,0.019444818924960736,0.017068605821276048,2.925858572662992,0.4764261149139203,0.19416173163792153,0.5398774783229568,0.9029873386146691
Gene 43,0.02004550258462769,0.8755963916056376,3.4985312114061413,0.5565194640098492,0.07557411763843513,7.38991670856602,0.09317743836481963,0.04540947874552913,0.1039694155070891,0.0,0.4370052570465756,0.31326004574162153,0.6387139012013815,1.455467195384449,0.18548284592024364,0.0,1.3528359265235024,0.01217751984657777,0.0007933461785706017,0.36677252832672513
Gene 44,0.05211259559811328,0.17184434394116638,0.00779397104854168,1.3811337366998473,0.10306123775202612,3.5950187952871233,3.2787407340865693,1.7596787253097013,0.0,0.0002471542608941516,0.6000179944135839,0.0037284721207232305,1.0170800184074487,2.943918252288659,0.1844125083709292,0.0005689389331267376,0.0,0.05595381957784945,0.00013669886037280052,0.00013714705568646112
Gene 45,1.517831129955325,0.0007486377761332573,0.0,0.025052792265584118,0.001759219872263915,3.7323637143456287,0.08971567451101999,0.0,0.0010636779255398308,0.3823226644283698,0.11829234451511034,1.6351781634892981,0.6905795955977581,1.8348536017988086,0.0,0.4254454160443663,0.6676258614877332,0.17501468940542914,0.6158384699599687,0.00021882685425039374
Gene 46,0.8524603551910279,0.007588045496637125,1.1040459544487202,0.00563989301349685,0.674314774655339,3.461505145010443,0.031066837684169825,0.29336022717536053,1.3702205970758323,0.0,1.7849229343380613,0.0,0.007047176502274414,0.12888113174764534,0.35088526201048,0.05755396992611169,0.2419349933472956,0.009345508777388534,0.3373421923071714,0.6111783715863215
Gene 47,0.083010806027238,1.573389083225686,0.10333415284302196,0.14833510526583957,0.0,8.109359931835254,0.023666491518293916,0.0,0.06783313803492856,0.0012211002638595992,0.0,0.0713654239978315,0.033005952816321675,0.01366942327164976,0.16202748230535174,0.16746283945935703,0.42645109714169666,1.02193817301819,1.502290440460868,0.0001231989544288015
Gene 48,0.007208124669314743,2.5375873148090626,0.0008375084609771645,0.017262952804725555,0.030709405259931145,5.330675522561919,0.021956596765648546,0.0009303642829354532,1.9899943906641395,0.021368721811322468,0.0,0.0,0.573637023372837,0.05490837501198313,0.3767292157231764,0.003961604122133011,3.864500462064665,2.0509396944420333,0.003331488812316831,0.06907651018637198
Gene 49,0.5776799762871347,0.0003907419301137101,0.005769506595505341,0.17981043622935625,0.0021263633462411066,1.2479596763179313,2.2798937084593542,0.005474508313090919,1.124074145570969,0.6553504009327134,0.0003258109714774613,0.0002388470909354341,1.401279685968768,0.017038646300834105,2.2279708212597003,0.3043396398553378,0.4329518137987917,0.1981511735546904,0.01901138572887307,1.2954138612563753
Gene 50,0.0006989034359111874,2.146589192814378,0.5903718870952783,0.13309442371489086,0.5259146045667336,0.0018153739687692672,4.9403782389534046,1.3159449319995655,0.5068578048511889,0.00022805049064941093,0.0,0.0,2.207147700976871,0.403172205445862,0.003954543494696229,0.05599603632363952,0.6413710292799972,0.03859754706770585,0.1955057347706593,0.013160813556828311
Gene 51,2.8303123639777947,0.7238395630598956,0.04786484248986275,0.47377076627273274,0.00012375809192037264,0.28916696084559224,4.1693270229756605,0.16960230227628592,0.4649058197006784,0.0028990252890432992,0.00013906033087229382,0.890268423461097,0.0001542514449465636,0.009681268433275375,0.0006528698669020198,0.2738131366689713,2.078017841880581,3.7155917111699117,0.1342504471353887,0.019157948471017143
Gene 52,0.0001479451116275675,0.0,0.0015505082135266468,0.28496485499143026,0.059845661024865854,0.4968440369724957,7.609859373619859,2.193574290501392,0.0002367443817915069,0.10765130981456965,1.4341856005219593,0.021007054818155763,0.902441979273203,0.0027473989949920222,0.0005979319568928361,0.2933701576192547,0.03320377590084769,1.9333102955058625,0.14097599541498596,0.009241701495702144
Gene 53,0.3763033508005337,0.00024444163817818713,2.8984240323737644,0.5147603638867422,0.20122562378558606,0.11684916750398505,6.292214341745005,0.00751776836873778,0.0006314673565095527,0.0014163753625084298,0.0,0.0001494187587325515,0.012510183755614092,0.004130398579184318,0.7532850082813789,0.7388349592930719,0.3658783381383557,0.5134988138048509,0.3738882128904899,2.928176251219287
Gene 54,0.0,0.01704098806485788,0.0,0.01261199258979675,0.2106982152430657,0.1395602755458597,8.032240096899057,0.13268400755199164,0.8730066246963377,1.0274393534004571,2.3628716938657908,0.0027777518355212353,0.47089793867480884,0.6713931419959773,0.0002635474296854484,0.6212300189999022,0.15177098790069693,0.24287999768256677,1.4182420666719866,0.0
Gene 55,1.4918691672479247,0.0,0.07124529496375745,0.014241394212647855,0.055328833843444794,0.0,0.08346424693735972,7.603426508527376,0.0,0.10588008960457937,0.0037938412287635693,0.10752507339406428,1.2867849233570499,0.8173329231532616,0.14789359518532294,1.302215530804195,0.1502466284590124,0.2182412382464266,0.06657906135521396,0.9728732227735772
Gene 56,0.30194123117856486,0.021311437847569087,0.7648077428806825,0.029075463907907807,0.147478358221548,0.03948193203007703,0.0,12.431715626824438,0.055640321756815735,1.2590338787351305,0.07430470953588762,0.05781190086809508,0.010263852195133705,0.7215853359414502,0.08253941255353948,0.0,0.4917949919978317,0.006073151672108812,0.0001469580306556564,0.00014743986276797267
Gene 57,1.098682569485833,0.028912984577572683,0.8348945749576556,0.0,0.4197667837706794,0.0013036336485949549,0.44286488351078795,4.948368777580244,1.655732222440253,0.25633279997388725,3.0898948560574877,0.06884118046285082,0.05046482444359595,0.12633180667009808,0.0,0.017152578581868385,0.15340525119212056,0.0022726311490997783,0.8741572755999552,0.07074528041323166
Gene 58,0.0005073108174604787,0.9293008345428181,1.6451766746275889,0.0020126838888158854,0.3804030794093128,0.5073220989298279,0.09488880489506803,3.0719181548997323,0.0,0.14215256759517864,0.4108432247564203,1.0625042897070336,0.09506869893320788,0.0,2.096469675788785,0.0,1.0150772119636267,0.2190210630431976,0.18173779788830619,0.031116135119122697
Gene 59,0.00401889959759713,0.5666080712794657,0.0019910917199247448,0.4282670008392258,0.0,0.0005219466193540234,0.04521963016982857,4.409572310876585,0.28091106604362387,2.673070435737332,0.2835547231716995,0.4309567493291066,0.5147003497166385,0.011941207756247098,3.4941302584235716,1.042253101000513,0.028061412805816668,0.34526707173979154,0.1465106359126241,0.004074998051663997
Gene 60,0.0,0.3215750200567328,0.889721363300385,0.6457729222077272,0.06659225882107546,0.04663152970612869,0.3619858596802995,4.457147962247968,0.0017955182063810232,0.0,0.04855328491587436,0.0045318210911102046,0.010571459977224862,0.27618284914671665,4.124285136616645,0.05656093344695362,0.0,0.01288467200925235,1.6384812346120448,0.8412270780231161
Gene 61,0.14863600124148563,0.029088666473790832,0.02476940122008316,0.252455267681617,1.1841995300514856,0.5544835620292938,1.975876630218965,2.7345630164528756,2.4276160070416988,0.4506862101992415,0.009491048068530041,0.00012884710481146273,0.00012997359655130895,0.000114894650651328,0.0,0.13120555928597843,0.01583990236436994,0.14586825579509952,2.639725928174098,0.0038200169914325444
Gene 62,3.469835683586578,0.0036827914334024462,0.0,0.36843107950402076,0.0,0.0005147560447599273,0.5608816944647438,4.094609871375081,0.5822429861277724,0.000258658261254757,0.008871226140437805,0.08284282145234848,0.047687749763372374,0.0037471318926243454,0.8055602569856406,1.5719105643964928,0.0,2.9994204451084383,1.0339063448785113,0.0020094295103156887
Gene 63,0.009047182672929676,1.8546919917176108,0.16262574605524807,0.04067920612380424,0.03111360550543357,0.05787888666080138,0.01689569875747876,0.0,4.852362538024279,0.44346707042417755,0.5863703833424712,0.06965546900123921,0.00019197939007337041,1.3137004459763366,0.0,4.124648440371829,4.399269131748826,0.3818244856139588,0.7811878909166217,0.1497969279718656
Gene 64,0.03517516090690773,0.0,0.18561197977797556,0.0,0.009121022832480495,0.00019522667956823944,0.34424057150976023,0.3264691767122354,4.630619060240417,1.5250452495905904,0.07329447856287502,0.004781154771819924,0.7174146635878262,1.352873992111872,0.13370632683778863,2.9686243568799093,0.06854511505539655,1.8075639558481702,0.08317695421257257,2.1450320458950203
Gene 65,5.911191909524661,0.1251774263716212,0.0,0.03614909911049472,0.5142161577736931,0.0,0.4348780872207124,0.0011457780439046346,6.2510308937513726,0.09434448687865184,0.0010872526444254196,0.25585255385274114,0.0006891573724978004,0.2036265929553875,0.05498283694986465,0.0,0.48892848864881217,0.3396195321285389,1.4223219430879757,0.007350542503187015
Gene 66,0.00734172249858426,0.3647520806169058,3.3585297811734023,0.00029721678808243513,0.7031969905911181,0.00048647533542521884,0.0,0.06073586921787112,7.250772440501214,0.11134586824121838,0.0032245541405445184,0.0004254969286554741,0.025323802245839005,0.10509966777138995,0.2534849938066343,0.0671498502908641,0.05871389271577914,0.14966027977185586,0.0002704036268756717,0.05764916765953903
Gene 67,0.1413389506210944,0.07199322043653711,0.17406672585529953,0.0022610576150276585,0.22841709695731485,1.0482159979238004,0.3044720734734925,0.0,3.887154493338776,0.15062915369301,3.3995190281131102,0.13502666255304277,0.0,0.03436216986661852,0.4073652056100622,0.0,0.11060206006612405,1.0632071980109343,2.561062376760514,0.4785120503625738
Gene 68,0.000138145082637777,0.00010696674637471791,1.313287154265566,0.6683726688939727,0.00021167206767781346,0.0,0.00032248405186659484,1.174805318250378,2.9701917492589005,0.30257536417643466,2.9586672883732437,0.0,0.00013191348455476098,0.03883095739478997,2.0261590983224607,0.00034588008996693393,0.3435082389080081,0.043052134883263586,0.16143058874764482,0.05590429562636711
Gene 69,0.5160227134082748,0.7965440146910572,0.22651298509049725,0.054451252821882255,0.3063510494023547,0.019150642267003717,0.0,0.14902326312454095,0.027589492291737492,6.577286523869934,0.0007811578931689193,0.8615594866268731,0.01213089500043876,0.20464057730012944,0.01613670530475321,1.3122477340040775,0.011853013557469936,0.6286998405459765,1.0572409670384302,0.4585399395103018
Gene 70,0.2648338861967028,0.3260120030431943,0.015673022096618226,0.4868338695629162,0.40874234072252535,0.05774164976111005,0.0022487188942156714,0.5784748811957812,0.0011857634702347314,6.491495791245825,0.0,0.11377403089935413,0.00028303018722047895,0.38842666839045736,2.426399956293835,0.06679003003721337,0.006863389689984407,0.2623773250979727,0.13506754508750193,0.40344529518671896
Gene 71,0.14438601288095068,0.0014844699650149332,0.05171506145113779,0.7683304797193009,0.22729340945120954,0.007651168650343473,1.1402454158837334,0.07355473966543125,0.16614439919932272,4.791039907027258,0.7561867718454018,0.5338946451978417,0.4541224140733589,0.7517970964541627,0.42218819627594606,0.10245164067812684,0.00014228631335630275,0.0,0.1470474904057632,0.0
Gene 72,0.03630264701375316,0.11323693838449085,1.1756468500979642,3.4282874604720046,0.009754065850479561,0.0,0.5815635926435938,0.8230739650779353,0.011012727433750527,7.113875644445941,0.6567185833077027,0.0,0.0006571576848217239,0.21522983639084853,0.00013907112843313316,0.009692336606271,0.0674209437528806,0.016039738436621306,1.0397208859880522,0.049999204675078464
Gene 73,0.00799776542049667,0.008212096056329193,2.884464486807628,0.00948451167698529,0.006526871104470473,0.019757765002697276,0.0036528021600788145,0.011961035491488978,2.9830854559546696,3.005779460174823,1.9816483715709268,0.31682165175053273,2.26436858800505,0.19959431761313934,0.014053741829563263,1.1329003242148392,0.010322998982321894,0.6205675018365294,0.0012551090147292067,0.0006296120738176105
Gene 74,0.03254112193650281,0.0648780610640142,1.677726249612712,0.0,0.00552351962140119,0.013496890096795814,0.12349765078611528,3.160126333525972,2.9386876749493225,6.070908231183212,0.41734403112046997,0.0,0.001116403176514,1.152844004850015,0.14222794739275693,0.7710822110214555,0.04674040493350115,0.0008650440049934451,0.37276278152263187,0.25790849663946835
Gene 75,0.06790626519283233,0.4907127274766867,0.14587688215991823,0.002126909203328473,0.03701954373329143,3.3135404769874395,0.0003337252344971492,0.03298506326425806,0.19125005759865069,3.74895761037585,1.872597824876812,0.24656867307871547,0.18156061223609934,0.46230311729751067,0.418895203403893,0.5870163751693728,1.4842319084701943,0.0,0.04424772917432966,0.0031062020606432684
