X,Y,Class ID,Class 0,Class 1,Class 2,Class 3,Class 4,Class 5,ProbClass0,ProbClass1,ProbClass2,ProbClass3,ProbClass4,ProbClass5,Minor Axis,Major Axis,Rotation,RNA Concentration,Color_string
547.2134407443912,42.68296334361854,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,11.765495158106006,9.91594521613349,3.7069455699436755,1.8004742543810075,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
564.8206810804915,45.92584143696933,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.408249029610423,14.171033016378928,0.5793798007780339,0.7978873644147872,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
582.9904438726143,36.67560092102627,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.974718237971195,5.980614013096438,4.520363280497694,0.7910482518749364,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
605.4673709173867,51.48947896107806,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.008090496080536,6.3204824362740855,5.060899743215752,0.7826414670673898,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
633.3975928468476,49.2852397971676,3,0,0,0,1,0,0,0.0,0.0,0.6870583176687777,0.15647084116561114,0.0,0.15647084116561114,5.894864059563983,6.288878253172615,4.2297900785782305,1.0656602651302518,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
452.1021621766175,68.08506184673945,2,0,0,1,0,0,0,0.0,0.0,0.852570491868704,0.073714754065648,0.0,0.073714754065648,10.555849821660557,9.13237776167268,5.307063989657852,0.4001303712327174,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
472.26759372159245,67.66931562900767,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.383107518075604,6.549152656551678,3.547981759357138,0.7755272486801775,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
498.8628678337592,57.226681362200026,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.749395360851505,12.93493937648418,3.7990516311346267,1.0346798106949944,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
527.563604600611,62.40485825207406,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,7.176334740868506,12.62351104223501,2.134552338737402,1.1775442596543713,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
540.4735919395767,64.16469703305641,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,6.872579934929605,15.046796576865258,4.232060326131418,0.21562745859972998,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
570.5571026666717,66.19165311481919,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,3.935853999736248,16.377006379081383,2.526752771773981,0.7585846272693547,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
593.6850662181007,59.48102640781963,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.029547845973762,5.8402857685197604,1.6425777670375743,0.9218142394716573,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
621.9284802507659,68.6863804860731,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,7.843057215414003,13.827230291664453,0.8232361784949453,0.3765721104022885,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
659.4426061853507,71.11171450101018,2,0,0,1,0,0,0,0.0,0.0,0.9468486626105111,0.02657566869474442,0.0,0.02657566869474442,8.903016729714636,10.770213320994163,3.9703290536508438,0.005575574694871799,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
461.29894149439065,89.63051034572435,2,0,0,1,0,0,0,0.0,0.0,0.8368593092688632,0.08157034536556837,0.0,0.08157034536556837,7.582391503971319,12.66981960848958,2.6545720538970587,0.9299685322622165,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
483.8374042070169,86.50060167123888,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.395517105211556,6.282500209027323,4.773752730235341,0.23106104665813004,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
520.4655215257933,93.01572557696583,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,9.48495260103222,10.997816655069546,2.6308394954045298,0.3560922828166564,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
532.6678507997959,84.28625945109336,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.813330892061264,6.029447933448314,0.5393244402235342,0.630270057647797,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
556.2735338059344,89.97737494946934,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,7.937898329627294,11.774356716145109,4.246496879499424,-0.14536505045850445,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
591.3170499897882,100.4588633699342,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,7.216675165662373,12.582759629343302,2.9505248055780813,0.32531209383147597,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
617.7308110305933,84.4648384820406,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.361958425004219,14.263501211787704,2.285532388186243,0.9731968467803978,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
634.7844315149085,90.6734419526186,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.58022336455678,5.409118186040459,4.635445510223595,0.13738406664152158,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
666.7875447905406,83.10228779886546,2,0,0,1,0,0,0,0.0,0.0,0.9274632608909399,0.03626836955453008,0.0,0.03626836955453008,8.903866448985772,10.945061036189506,3.218664416281274,0.23869371284670038,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
482.3890866956928,98.92032746006998,3,0,0,0,1,0,0,0.0,0.0,0.5078232548437226,0.2460883725781387,0.0,0.2460883725781387,5.541808752583659,6.274744580825458,4.650196567566568,0.2736379987522818,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
501.39287020688005,114.56617848695466,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,7.127460007196188,12.872227461928963,6.026073073314907,0.2130699619356099,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
526.3955945509537,109.00078814566636,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,7.685626807291624,11.900922836663586,2.618113202245724,0.14561530341291395,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
552.7566275135348,109.63491780549556,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,8.493445362350013,11.734792167885885,6.208759015357294,0.6925085429181633,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
565.6084154243864,113.14586840880148,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.744278492310534,13.709454152013542,5.756075014397568,0.6383302338063939,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
600.6632264483002,113.09062341446501,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,6.049404055663734,16.45104257155023,0.37799648838317235,1.0836772731771842,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
624.07871839676,103.17421282852956,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,6.879438359851026,14.503481680263656,3.468336436827669,0.9381830722083936,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
648.2621744233368,106.70337469791453,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.673957910197267,13.5531575938982,3.63235162594983,0.30883603358460343,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
676.0834136229347,115.41264360125305,2,0,0,1,0,0,0,0.0,0.0,0.8275406794698912,0.0862296602650544,0.0,0.0862296602650544,8.48918785004241,11.749982128908744,3.790075350553261,1.299611053113122,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
452.5945147673269,138.29628093243582,2,0,0,1,0,0,0,0.0,0.0,0.7442184208424611,0.12789078957876945,0.0,0.12789078957876945,4.251530755085478,15.5099038150011,2.4871575616218355,0.5071659689169071,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
488.7307141793644,133.36514865488317,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,6.349167865873378,15.4981415647615,3.310887792586242,0.9106418908085816,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
510.5890716837544,125.35910782231876,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,7.8069046880253685,12.420234842600447,1.3425036335844052,0.7272911359800537,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
537.3576462954675,131.22112650572456,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,4.731367597277233,14.77678988029198,3.929425489712238,0.5305376048851724,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
564.4678663184004,124.94286542512047,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,8.56136475257329,12.465187649634824,1.9706939180138354,0.5034733951433639,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
583.2740399305367,128.7685795909634,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.746303636802486,12.710749300444995,5.367354461025626,0.5338126086193355,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
617.6822259911985,133.3532013567376,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.796362544303148,5.783127481370671,3.329429803679989,0.5000270691647983,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
630.5675718533948,134.36941045178736,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,8.255392682168832,13.883021987015018,5.848118574142858,-0.04030546718435524,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
660.4506063003329,128.97045991832928,3,0,0,0,1,0,0,0.0,0.0,0.5769455159902159,0.21152724200489206,0.0,0.21152724200489206,5.650819058445335,6.4979586693614815,6.249728995055257,0.689139822374131,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
682.2135897643798,127.00826311874528,2,0,0,1,0,0,0,0.0,0.0,0.9949804881814467,0.0025097559092766212,0.0,0.0025097559092766212,8.267797950293344,11.691002620390607,1.6240605277626268,0.8456016345910797,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
429.9846799206872,154.30346609839015,2,0,0,1,0,0,0,0.0,0.0,0.9516798724275167,0.024160063786241675,0.0,0.024160063786241675,6.4082514373844095,13.484447712657474,0.9417653227089229,0.8372689259747066,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
439.6123779249043,151.16844741143427,2,0,0,1,0,0,0,0.0,0.0,0.8235512188805916,0.08822439055970419,0.0,0.08822439055970419,8.047206841866844,12.300150275812848,5.506798001548297,0.46687810510366956,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
474.1310146773128,160.78597036402127,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.306496897582592,13.529651728157823,4.202642479337923,0.8871014586220927,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
502.2584350795357,148.84639928836268,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,8.347448750620131,14.170713720671436,3.4160773671461193,1.1005939333120844,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
526.242320271159,160.17861280614656,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,9.53580190496243,10.209531286665214,0.26315887830297496,0.7497222606165337,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
553.0020467189457,144.01099104180065,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.837680339191558,6.259178680874018,2.706100582393853,1.3496341358262336,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
575.8143031117032,150.10753928746936,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.097112614289953,14.18164351821204,4.059774301362297,1.3621094577507462,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
605.2245683984743,148.5557690368868,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,8.50996858113684,12.49036520253492,3.6368971654469155,0.5689494872166716,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
618.9707114548452,157.28231561965796,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,7.909953663048834,14.17218213964957,0.28054418311077994,0.4275164957617206,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
643.1873719728737,140.16578844839051,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.803312527429869,6.2189974140946,3.867423085702641,0.14002271329103966,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
442.2395379766093,175.53724593135024,2,0,0,1,0,0,0,0.0,0.0,0.9986790990706613,0.0006604504646693034,0.0,0.0006604504646693034,4.762751468089831,14.90026814681787,2.8099695404305463,0.48014018900990085,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
469.58111388835454,172.0577924392676,2,0,0,1,0,0,0,0.0,0.0,0.5599055660650265,0.22004721696748678,0.0,0.22004721696748678,7.628673953566718,12.07258228609679,2.9308154255225096,1.2516884616475639,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
487.33600881173925,168.39344545931385,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.808837239584587,13.836179951500524,5.217477330993163,0.395832469936906,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
509.30953057538323,172.43534005070683,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.457352521609232,13.46093724063072,5.185258190804036,0.6642367297155969,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
536.9692547950505,181.93966930174668,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.430862874328744,14.809794632013935,5.912018053875785,0.6450964280437288,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
555.5453327183697,174.75650836654634,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,4.573424477202355,17.315235471869798,0.0594824183608133,1.094874497872925,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
581.7231514753223,172.9700411575475,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.941436393147613,6.467028667959721,0.2415418242537196,0.4450107178102515,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
622.6755499713286,166.30537013226515,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,10.361955636662252,10.034957479763555,1.7042984651782327,0.8313886849681414,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
645.2493630074445,170.0658533073477,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,10.799272222183994,10.802815276241237,0.630408514407644,0.90457816524756,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
668.4933125416266,177.8727761882329,2,0,0,1,0,0,0,0.0,0.0,0.8111238994523375,0.09443805027383124,0.0,0.09443805027383124,8.347425424636429,11.433241720567322,4.902364986450182,0.5831026944132719,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
484.96081214721335,189.4813473973716,2,0,0,1,0,0,0,0.0,0.0,0.5848022694354389,0.20759886528228055,0.0,0.20759886528228055,7.894765644014026,12.83255194313287,3.042657319145043,0.6449986043869069,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
508.066581364757,199.1103624091487,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,8.202231005001012,13.699470136827037,5.579908435941829,1.2021675166450425,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
523.0996467184145,196.81015347730866,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.471859530287589,13.504480085145108,3.482165984577238,0.3340475881407121,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
545.5595453513939,192.85830876029976,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.853505652179951,12.9438367572648,2.2853635093859808,0.7230727587509187,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
578.6398282232421,198.5587314035251,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,7.100558744592109,15.510292167297077,1.7875204969060583,0.40527490651103065,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
593.312221962877,179.69187479653894,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,4.637004413629103,14.574558699806026,3.7516141360987136,1.4261199076290834,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
628.1158986489219,198.15898601022226,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.002206393146246,14.376975966870123,1.7753422528542395,1.1189272573517797,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
651.0634488155034,183.3081666167408,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.0196435694417545,6.183141084873064,2.9329409984735344,0.187600657380243,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
669.1399908591752,190.6605725943743,5,0,0,0,0,0,1,0.0,0.0,0.7989531744429902,0.1005234127785049,0.0,0.1005234127785049,6.176446702897621,15.459839814065148,5.419458347479322,0.9308252343697697,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
489.94098371774174,223.9979490045147,2,0,0,1,0,0,0,0.0,0.0,0.6199168326149902,0.19004158369250493,0.0,0.19004158369250493,7.77592462691269,12.711441030120932,2.197317898718433,0.9753351335139263,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
508.3655049548096,214.50530331231124,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.528924605092973,13.357140070113827,5.371412863384992,0.07384973504381465,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
539.7291223100264,214.12688417085081,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,4.494990851077891,16.063840948764263,4.4270099951476745,0.12908102329049942,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
564.7268394292684,216.03969571485132,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.276522227752338,14.111171841340113,3.271404643930362,0.7331820917874112,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
589.9826726469586,222.70568081451668,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,6.31872501793927,15.764454246299398,3.1262934056160767,0.6375301867124625,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
614.8982550751516,222.48374114443175,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,8.137739520082336,14.121057545314418,0.8709506013672664,0.5907331457950198,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
645.7855731427834,218.04289858393594,5,0,0,0,0,0,1,0.0,0.0,0.5788878142772987,0.21055609286135063,0.0,0.21055609286135063,7.15783884943576,15.265933418998678,5.4044447040817145,0.47303394481618655,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
672.9194644360881,217.982941419386,2,0,0,1,0,0,0,0.0,0.0,0.9785169290373497,0.0107415354813252,0.0,0.0107415354813252,5.385639949019808,14.922316295658586,5.4382467565677635,-0.18592886906653683,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
431.2999291384007,246.04763917032744,2,0,0,1,0,0,0,0.0,0.0,0.9394301275224914,0.03028493623875425,0.0,0.03028493623875425,4.552383949648868,15.393496498549892,3.031762590018086,0.6525587310719946,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
449.88315898372707,232.93026911694065,2,0,0,1,0,0,0,0.0,0.0,0.940187418763542,0.029906290618229026,0.0,0.029906290618229026,7.480814888115268,13.4450711404434,2.4369968322847386,0.5026366481510556,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
469.9891200186552,244.84091252085244,2,0,0,1,0,0,0,0.0,0.0,0.5139999460677005,0.24300002696614975,0.0,0.24300002696614975,6.626484447036056,13.24493110216733,4.245368877800361,0.6774073999106237,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
499.1454818124581,228.91525893619766,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.898981248489277,14.225105906884435,1.5655073692564365,0.6141449152217633,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
526.0312776434154,234.24459825417412,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,7.552173413119932,13.88148637744694,1.8908859829505473,0.5068137136021135,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
551.5562028440872,234.8741926659548,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,5.306055928153382,16.79715097050545,3.088726549357566,0.412782583804003,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
582.3027426624159,237.3192915669321,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,9.244988936882276,10.397459611971335,2.7251604116245907,0.952771093354524,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
