Type 0,Type 1,Type 2,Type 3,Type 4,Type 5,Type 6,Type 7,Type 8,Type 9
0.0,0.6881503981941295,8.543208360179593e-07,0.0,0.32144431601548445,0.003842014671185869,3.4775313053785455,0.0,0.0,3.0965453533446525
0.0,0.3028863880870817,0.19461694041798053,0.0,1.593188524314578,0.0,4.085754655230718,0.0,0.5023121887343702,0.0
0.0,8.724920273982165e-07,0.20608707577642849,1.3775806708490996,0.0,0.004511021587249702,5.007920037271833,0.010355387603503153,0.2386982620270258,0.0
0.0,0.16991023674652359,8.543208360179593e-07,0.0,0.0,0.010505293544436297,5.6082271640984755,0.9035161525278098,0.04943055632035946,0.0
0.00042330596731081707,8.724920273982165e-07,0.5917483071693499,0.0012382445877329518,0.002515735417513269,0.0,3.542123466057801,2.380308185805081,0.0,0.0
0.0,0.5218161661798808,8.543208360179593e-07,0.07873774973805794,0.0,0.0006647293182639361,6.935946666017835,0.0,0.0,0.05819113929141975
0.0,8.724920273982165e-07,8.543208360179593e-07,0.7144681176384081,0.0,0.0,0.002746291987528776,3.1983365552684533,0.0,0.0
0.0,8.724920273982165e-07,8.543208360179593e-07,0.0,0.0,0.0,0.0007997152907346623,5.216370399701683,0.0,0.0016630927486044433
0.464307987485697,8.724920273982165e-07,0.392333777396834,0.0024784356310897176,1.2518067642126312,0.0005356479467871615,0.0,1.4041700833475919,1.3710890118315902,0.0
0.005034456228545479,8.724920273982165e-07,8.543208360179593e-07,0.0,0.0,0.18300976447741962,0.0,3.9451789324427278,0.0,0.0
0.0,8.724920273982165e-07,0.8810699403932735,1.4978161486595063,0.0,0.016458065641446612,0.0,2.654599012560146,0.3292718896352615,0.08489839803312547
0.0,0.9530277822922849,0.20850253725373874,0.024329617071811884,0.0,0.004843078648297429,0.8641416818478744,4.3924822219313215,0.0,0.06900029157884524
0.0,8.724920273982165e-07,0.626262097043571,0.0,0.0,0.0,0.0,5.926186702427437,0.0,0.0008997897178447961
0.0,8.724920273982165e-07,0.4615254471299332,0.000530016291178374,0.0,0.6168459631031044,0.0,0.0,5.121383020762017,0.0
0.0,8.724920273982165e-07,8.543208360179593e-07,0.0,0.0,0.002243203907188164,0.0,0.0,5.534732766072362,0.10191486751461462
0.11423903236668027,8.724920273982165e-07,8.543208360179593e-07,0.6107621532957462,0.0,1.377338220731254,1.1850514081235322,0.0,1.66483767204481,0.010814876865026234
0.0,8.724920273982165e-07,8.543208360179593e-07,0.0,0.0,0.0,0.0,0.0,6.320105313765228,0.014126667263964854
0.0,8.724920273982165e-07,8.543208360179593e-07,0.3605098308785028,0.0005276988790284915,0.0,0.020339591389612825,0.0,5.22398658413974,0.0
0.00084044145344188,8.724920273982165e-07,0.3331360049867452,1.3097336063823635,0.0,0.003984947248109199,1.7079002755523134,0.0,3.6320720119333822,0.0
0.0,8.724920273982165e-07,8.543208360179593e-07,0.0,0.08471429351201332,0.020108439187000355,0.0,0.002719890469468575,0.0,8.126498707241483
0.0,8.724920273982165e-07,8.543208360179593e-07,1.9104545056676887,0.0,0.04103536477004993,0.0,1.6170957154932943,0.0,6.038020555475032
0.006472741722382008,8.724920273982165e-07,8.543208360179593e-07,0.035640302590580354,0.0,0.0,0.0,0.0,0.0018121764968674827,6.555651288619806
0.09686613835216501,0.3821231460870477,0.2636790285846071,0.0,0.0,0.0,0.0,0.0,0.0,7.018859450475913
