X,Y,Class ID,Class 0,Class 1,Class 2,Class 3,Class 4,Class 5,ProbClass0,ProbClass1,ProbClass2,ProbClass3,ProbClass4,ProbClass5,Minor Axis,Major Axis,Rotation,RNA Concentration,Color_string
610.4643767633503,44.92992894132236,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.490786988273536,6.46435625302597,3.833320955314044,0.7242200747664784,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
635.5037358589225,38.93145754559583,3,0,0,0,1,0,0,0.0,0.0,0.6214287985294236,0.18928560073528825,0.0,0.18928560073528825,5.280747312298688,6.121930118102958,3.709228481663389,1.0217878364975141,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
470.80198552782235,63.40492094707137,2,0,0,1,0,0,0,0.0,0.0,0.8424698626875248,0.0787650686562376,0.0,0.0787650686562376,7.29335560142813,13.330876201277896,1.2304102951803424,0.8692539813594228,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
496.1316771221617,69.23925718674062,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.144307751362127,6.472692884090406,5.386721991461615,0.622152367184607,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
521.8492435582208,61.361367218949745,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,7.004155073081803,14.55558344423293,2.2775106316331253,0.6091524770179273,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
551.0166664061716,60.51267308376196,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,5.313754166447074,16.191442845921888,2.351453028861869,0.7855384407079905,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
585.819540417328,69.04201890297374,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.952828955698126,15.154367018423937,0.04031931150642583,0.9412260135787726,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
592.9372240421571,67.1354018929803,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.239016202188381,13.83697785606276,6.227819005962117,0.5059168319739777,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
623.5546659406185,63.03988161998159,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.401315423155157,6.105675258963256,1.2833622011573966,0.9013895941859614,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
653.0053873966208,66.85705839029924,3,0,0,0,1,0,0,0.0,0.0,0.832108061041999,0.0839459694790005,0.0,0.0839459694790005,5.413648888515973,7.006404872728411,0.9003869519522153,0.8535877271464859,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
432.3605450653252,87.7211158762811,2,0,0,1,0,0,0,0.0,0.0,0.9992301476563384,0.0003849261718307921,0.0,0.0003849261718307921,5.334939194894037,14.711858521305512,2.5009858232281332,0.8314335243921999,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
463.75752060030004,84.13084896416024,2,0,0,1,0,0,0,0.0,0.0,0.6302842573363134,0.18485787133184328,0.0,0.18485787133184328,8.266500457655672,11.68665229281442,0.4414999034255016,0.4839707802913713,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
479.9819094073743,86.27682679542234,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.538645114219657,13.3701064541839,5.711109502683886,0.03824704864946915,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
519.4525920397641,93.20736677840863,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,7.288266994678891,14.959247069204537,4.968987641658793,0.9113229983549636,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
537.9920283001164,88.70195239489033,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,7.546906030827968,14.705194604420187,4.870080108582495,-0.1821174318149228,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
561.7267735304846,90.80872365679971,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.732867698964361,6.3660086752308125,5.962088566357025,0.7276189866326856,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
583.1981788966083,78.14601315809763,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,4.215590707732559,15.801543048809378,6.017178157432101,0.8819340836526302,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
612.8920569947526,93.50228483909052,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,8.615283773974454,12.82047617010211,5.8326743191799055,-0.013651097554523095,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
639.3097974740065,79.45239279617533,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,7.210968799453479,15.331207187191033,1.5228472135043243,0.6359466611112109,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
660.4861910503071,84.01750472677412,5,0,0,0,0,0,1,0.0,0.0,0.6614363401093588,0.16928182994532062,0.0,0.16928182994532062,7.601006009529578,14.80460023789335,1.8475776817404266,0.7434294592442073,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
687.6079050756593,96.83355806375084,5,0,0,0,0,0,1,0.0,0.0,0.8069198966436311,0.09654005167818447,0.0,0.09654005167818447,8.098041379872642,13.72727726002322,0.20566386811568868,0.6089888069717921,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
423.74027968438384,116.02118567525872,2,0,0,1,0,0,0,0.0,0.0,0.8598031444357099,0.07009842778214505,0.0,0.07009842778214505,5.478469874353954,13.815302926688982,1.723558507864362,0.43895357982203176,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
454.82064110487147,100.77658734999218,3,0,0,0,1,0,0,0.0,0.0,0.5039568524831282,0.24802157375843592,0.0,0.24802157375843592,5.59150955623187,6.7351746444285405,0.2731327189210517,0.757219675259529,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
483.5057581514007,102.26405157007983,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,7.631712983555313,12.067370504322643,5.923068210845029,0.4997782649655991,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
501.4435446147606,111.71463334438369,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.710601458159585,6.504931546490178,1.6659195878661401,0.39724745628652025,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
526.1845873748689,112.23090833329633,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.842781518348178,6.154170910441516,5.934276779146642,1.0499083807705891,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
548.4771935841101,103.66483210929361,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.623791106200114,6.278916435370807,4.604606711922381,0.8672666465518701,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
566.7890750239455,102.59813838156036,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.732872460635457,13.231789704147358,4.110237674041482,0.25384479324632914,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
592.0423228972412,97.1607120406464,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,6.290990093303271,15.590681158203576,0.6232422776109064,0.2804131119741737,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
622.701623406414,110.18161440749354,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,7.583444021083677,12.36885879871176,4.5974939379113415,0.3123464403508112,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
656.5847999112319,100.71284687890774,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.946145078425645,6.3176005706815825,2.570506733636278,1.3540784998581215,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
679.9615863696637,113.49982651764572,2,0,0,1,0,0,0,0.0,0.0,0.7003111839215306,0.14984440803923474,0.0,0.14984440803923474,7.8383055942853375,11.854264996565146,4.250352527041066,0.8568207634233054,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
695.5020009844301,109.81993349337398,2,0,0,1,0,0,0,0.0,0.0,0.8434685565447413,0.07826572172762936,0.0,0.07826572172762936,8.017589092892852,12.188736115978806,2.2554991178381187,1.4888601277922298,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
433.42959427109366,139.49249626578808,2,0,0,1,0,0,0,0.0,0.0,0.816697198398003,0.09165140080099848,0.0,0.09165140080099848,6.551838100442458,12.954563740650073,3.0530941441150237,0.6596274087330661,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
473.70671203884285,135.20127229474562,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,6.232949509505872,15.822229406459725,5.967238918248749,-0.3846115697761461,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
486.77033651312166,135.1827062991827,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.290528464016684,14.575002035586317,4.403837585988803,0.9680800211250209,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
512.791059172097,122.18314845412688,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.328515715581493,6.443260338451622,3.9316422725922955,0.6730382510733034,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
543.3781648980281,130.78282191210786,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.390054615417994,6.403108836752591,0.8306113790953535,0.763979070382943,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
561.961865443489,124.81672986053474,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,4.480706345458827,18.211284900405694,0.12957517812227023,0.4775612053992462,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
589.963367558457,131.0932799452372,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.313651831845794,14.425317657870606,4.412806346193294,0.5209492935224417,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
611.0390514850533,125.35587081991365,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,3.2827670203445956,18.382980737245052,6.238980123763143,1.1312519485358905,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
634.006981998564,124.41956800836653,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,9.427112578078102,10.427021601218467,3.9292413914518587,0.5915120613627742,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
657.6475424686608,123.0076340041237,2,0,0,1,0,0,0,0.0,0.0,0.5595172348763675,0.22024138256181622,0.0,0.22024138256181622,8.790901632410906,11.195551689031022,0.06971417968704167,0.8436970956674928,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
686.8945623543107,127.13023860137356,2,0,0,1,0,0,0,0.0,0.0,0.9983294614558108,0.0008352692720945985,0.0,0.0008352692720945985,7.752559871914131,11.690220338373775,0.09937800638805602,0.6054664173421755,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
450.5272085679525,152.4897911112765,2,0,0,1,0,0,0,0.0,0.0,0.6048159207171423,0.19759203964142885,0.0,0.19759203964142885,7.198107262120098,12.597573519094349,4.2961414625584196,0.5952270198505352,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
477.29554434852867,150.45330456291256,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,9.03157053506061,10.890919820872831,3.420180847863568,1.2957689318506382,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
500.5510154430655,153.10620071895192,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.90915970770499,12.826408472155178,2.251673315764071,0.8499481835340871,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
519.7113887005,160.61196895384288,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,9.90458510510255,10.218096197167624,1.7345801335479514,0.7222850090105731,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
554.1116313479063,157.80983275139235,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,6.948792019651451,14.886849120617372,3.935576769897338,0.07602969276447569,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
575.7483985818516,157.10395545681337,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,8.804965344600854,13.536747470962743,5.686448962103735,0.48859083207158527,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
605.4795266843628,153.73565960149483,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,7.892997809857072,12.612330143366666,4.2608873958941205,-0.1933352888221459,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
623.8028496204045,161.91719623685012,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.407432313852168,6.404312283942844,4.963338867767968,0.9406001285669683,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
653.5150498338927,151.75809049430157,2,0,0,1,0,0,0,0.0,0.0,0.9472481018376976,0.026375949081151172,0.0,0.026375949081151172,6.228649173286913,14.085552371324178,2.977948352411588,0.742607482923651,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
458.16400389381,177.07692280410146,2,0,0,1,0,0,0,0.0,0.0,0.7887243685369951,0.10563781573150247,0.0,0.10563781573150247,6.794715431197584,13.313098570475384,3.76049123619787,0.675929567368201,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
481.4075842892427,176.37352821730286,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,8.539634444036633,12.939423376606076,4.260253237437119,0.7057964678041198,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
510.26058320762576,173.2689537148559,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.516094841001509,6.506117224905151,4.729862403353057,0.32660282829548515,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
538.3350427205543,168.83482198183674,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.970281981040094,5.968693379412666,5.340721607214251,1.0363742687733128,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
568.0628086189754,167.40473075764456,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.556978548102839,6.686383679330452,3.5720939774942995,0.580404652226445,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
594.4622827322048,174.7012530773332,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,8.483589901201457,11.70035728538557,5.679803930317594,0.6123477135354567,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
610.8009727186313,182.26133234313772,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.819632933946748,13.395455347615114,2.04192266471106,0.8042425161069424,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
641.4573800084669,173.30677708753984,2,0,0,1,0,0,0,0.0,0.0,0.6692442159541545,0.16537789202292277,0.0,0.16537789202292277,5.610373798138064,13.891120524988516,1.1342528931359355,1.034874929452754,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
465.2026210662439,195.91660637482056,2,0,0,1,0,0,0,0.0,0.0,0.9109817341357012,0.04450913293214942,0.0,0.04450913293214942,6.205204187137763,12.848069859540313,1.6281024003391609,0.2696346008710621,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
499.02914099372845,193.15064134762073,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.693974517510785,13.563121670210439,2.4122075398896516,1.090044190900685,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
531.0102358270672,195.73854531700076,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.668001268747061,6.397850593840642,4.863047091506042,0.782639161743226,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
559.3705985065101,204.05374535115405,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.154732236877391,6.1563059502353035,0.25676681996810424,1.054680724736889,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
576.1188154818183,198.26416699637807,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.610867398249639,13.37784531341717,5.3322974201715105,0.4461629955293799,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
594.2356980709299,199.78272421816786,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.042317788932897,6.492718127137057,1.1700707515564435,0.24858922947174716,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
627.2075648975658,199.1385595748863,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.742901762841445,13.847105166279016,1.6838014316660568,0.6885006068164777,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
641.4415293534413,194.6880539784132,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,7.197597915932865,12.903651637455399,5.465090693353859,0.9854437549507252,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
679.2392882838375,198.57640973161188,2,0,0,1,0,0,0,0.0,0.0,0.9425377702448643,0.02873111487756784,0.0,0.02873111487756784,6.812463558946059,13.438279527124948,3.365193798867625,1.0779605647954724,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
493.12753985272843,218.8030386149757,2,0,0,1,0,0,0,0.0,0.0,0.5280494272207241,0.23597528638963797,0.0,0.23597528638963797,4.8238261193243845,14.465001287162435,5.548743526747981,1.5618511766671976,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
513.7945034483892,222.27206763442047,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,2.2018162272448696,19.816346045203826,3.067310988630905,0.1950679113254732,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
534.2316694635715,204.32925200805857,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.309170611054115,6.67916451323984,5.230049789623065,1.0137620234883742,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
558.0377156295073,215.1928603934042,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.4540232691988475,13.668731815499887,2.6450859434506686,-0.40454728690999864,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
579.8815039493066,221.44025240091418,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,6.060024889116846,5.956261167994857,5.074378290185749,0.9964874776293249,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
615.3487709548441,216.52753369157534,5,0,0,0,0,0,1,0.0,0.0,0.5,0.25,0.0,0.25,6.377783169628001,15.98658265460279,4.211609830473692,1.4398159821601346,"(np.float64(0.596078431372549), np.float64(0.8745098039215686), np.float64(0.5411764705882353), np.float64(1.0))"
629.5480563988359,223.3638526094815,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,3.962523834112078,15.667131934613534,3.7427952972350034,0.9335968568299973,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
660.5279340390722,216.65471228034454,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,7.977473765189058,12.162283769634213,3.005588684243944,2.147388229778242,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
685.5943683308246,222.3897817099619,2,0,0,1,0,0,0,0.0,0.0,0.8217633846302907,0.0891183076848546,0.0,0.0891183076848546,5.8225246020714545,14.190263613028993,4.620089207781599,0.12547730505973043,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
485.9809909352814,238.13263393463646,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.454127785131192,6.324859046926391,4.4963806482283655,0.6727203856409644,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
492.8415017331235,242.04150140924614,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.772629930635263,5.809829751128082,3.537765508270526,0.4176841238544482,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
532.40206946375,242.66910484722337,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,4.535035364999175,15.182009659027063,0.4329728001820206,0.8885550437726619,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
544.2847984187769,249.99820303306618,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,8.448121486900192,11.285101515441264,3.4296434389764574,0.5541356896559193,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
571.1173744284605,226.6988483037266,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,3.774150137098346,16.840754610076992,6.158660737627325,1.5333937104787565,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
600.3842416015635,240.36730280498563,3,0,0,0,1,0,0,0.0,0.0,0.5,0.25,0.0,0.25,5.428991186395931,6.372828984861582,5.83020237031151,0.33039443546557024,"(np.float64(1.0), np.float64(0.7333333333333333), np.float64(0.47058823529411764), np.float64(1.0))"
626.8478965171188,244.9725360061024,2,0,0,1,0,0,0,0.0,0.0,0.5,0.25,0.0,0.25,7.906632213030219,12.03683346527121,1.3496312363597958,0.7167787638647158,"(np.float64(1.0), np.float64(0.4980392156862745), np.float64(0.054901960784313725), np.float64(1.0))"
